2025-06-12_22-37-49.mkv,6c502237a8f16b192754b9a88c50271726537ca858fc4bba754329e09e455d0a,2025-09-19T18:20:02.362283+00:00,CAM01,497.483,"{""frame_count"": 29849, ""fps"": 60.0, ""duration_sec"": 497.483, ""duration_hms"": ""0:08:17"", ""width"": 1920, ""height"": 1200, ""file_size_bytes"": 28517452, ""created_time"": ""2025-06-12T17:07:49.589163+00:00"", ""modified_time"": ""2025-06-12T17:30:20.954824+00:00""}"
2025-06-12_22-37-49.mkv,6c502237a8f16b192754b9a88c50271726537ca858fc4bba754329e09e455d0a,2025-09-19T19:36:31.103878+00:00,CAM01,497.483,"{""frame_count"": 29849, ""fps"": 60.0, ""duration_sec"": 497.483, ""duration_hms"": ""0:08:17"", ""width"": 1920, ""height"": 1200, ""file_size_bytes"": 28517452, ""created_time"": ""2025-06-12T17:07:49.589163+00:00"", ""modified_time"": ""2025-06-12T17:30:20.954824+00:00""}"
20250920_022355.mp4,2f92d44db24585d06c178ded8ddb6d0ff2a96427b9bc8a3a912e2623d57f91d1,2025-09-20T06:49:18.866285+00:00,CCTV-1,5.65,"{""frame_count"": 338, ""fps"": 59.82783272594251, ""duration_sec"": 5.65, ""duration_hms"": ""0:00:05"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 19750269, ""created_time"": ""2025-09-19T20:54:23.720862+00:00"", ""modified_time"": ""2025-09-19T20:54:26.625013+00:00""}"
20250920_022355.mp4,2f92d44db24585d06c178ded8ddb6d0ff2a96427b9bc8a3a912e2623d57f91d1,2025-09-20T06:51:15.462941+00:00,CCTV-1,5.65,"{""frame_count"": 338, ""fps"": 59.82783272594251, ""duration_sec"": 5.65, ""duration_hms"": ""0:00:05"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 19750269, ""created_time"": ""2025-09-19T20:54:23.720862+00:00"", ""modified_time"": ""2025-09-19T20:54:26.625013+00:00""}"
20250920_021733.mp4,8452c8335245210a4b417569dced90af92ef793618838defa87047e51195a97a,2025-09-20T06:52:00.451225+00:00,CCTV-1,7.872,"{""frame_count"": 416, ""fps"": 52.84515550787949, ""duration_sec"": 7.872, ""duration_hms"": ""0:00:07"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 26078046, ""created_time"": ""2025-09-19T20:48:03.701408+00:00"", ""modified_time"": ""2025-09-19T20:48:07.407743+00:00""}"
20250920_015607.mp4,25fa98ac78fb864fd51a85ec7da5b93bf61293a5e558e0633e5d1dbc98c133e6,2025-09-20T06:54:11.977625+00:00,CCTV-1,6.19,"{""frame_count"": 178, ""fps"": 28.75585169016916, ""duration_sec"": 6.19, ""duration_hms"": ""0:00:06"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 6459746, ""created_time"": ""2025-09-19T20:26:51.949604+00:00"", ""modified_time"": ""2025-09-19T20:26:54.701107+00:00""}"
20250920_021733.mp4,8452c8335245210a4b417569dced90af92ef793618838defa87047e51195a97a,2025-09-20T09:04:06.809034+00:00,CCTV-1,7.872,"{""frame_count"": 416, ""fps"": 52.84515550787949, ""duration_sec"": 7.872, ""duration_hms"": ""0:00:07"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 26078046, ""created_time"": ""2025-09-19T20:48:03.701408+00:00"", ""modified_time"": ""2025-09-19T20:48:07.407743+00:00""}"
20250920_022355.mp4,2f92d44db24585d06c178ded8ddb6d0ff2a96427b9bc8a3a912e2623d57f91d1,2025-09-20T09:05:11.891187+00:00,CCTV-1,5.65,"{""frame_count"": 338, ""fps"": 59.82783272594251, ""duration_sec"": 5.65, ""duration_hms"": ""0:00:05"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 19750269, ""created_time"": ""2025-09-19T20:54:23.720862+00:00"", ""modified_time"": ""2025-09-19T20:54:26.625013+00:00""}"
20250920_021733.mp4,8452c8335245210a4b417569dced90af92ef793618838defa87047e51195a97a,2025-09-20T09:11:19.925380+00:00,CCTV-1,7.872,"{""frame_count"": 416, ""fps"": 52.84515550787949, ""duration_sec"": 7.872, ""duration_hms"": ""0:00:07"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 26078046, ""created_time"": ""2025-09-19T20:48:03.701408+00:00"", ""modified_time"": ""2025-09-19T20:48:07.407743+00:00""}"
20250920_021733.mp4,8452c8335245210a4b417569dced90af92ef793618838defa87047e51195a97a,2025-09-20T09:20:34.605023+00:00,CCTV-1,7.872,"{""frame_count"": 416, ""fps"": 52.84515550787949, ""duration_sec"": 7.872, ""duration_hms"": ""0:00:07"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 26078046, ""created_time"": ""2025-09-19T20:48:03.701408+00:00"", ""modified_time"": ""2025-09-19T20:48:07.407743+00:00""}"
20250920_021733.mp4,8452c8335245210a4b417569dced90af92ef793618838defa87047e51195a97a,2025-09-20T09:47:34.811719+00:00,CCTV-1,7.872,"{""frame_count"": 416, ""fps"": 52.84515550787949, ""duration_sec"": 7.872, ""duration_hms"": ""0:00:07"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 26078046, ""created_time"": ""2025-09-19T20:48:03.701408+00:00"", ""modified_time"": ""2025-09-19T20:48:07.407743+00:00""}"
20250920_021733.mp4,8452c8335245210a4b417569dced90af92ef793618838defa87047e51195a97a,2025-09-20T09:48:40.598187+00:00,CCTV-1,7.872,"{""frame_count"": 416, ""fps"": 52.84515550787949, ""duration_sec"": 7.872, ""duration_hms"": ""0:00:07"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 26078046, ""created_time"": ""2025-09-19T20:48:03.701408+00:00"", ""modified_time"": ""2025-09-19T20:48:07.407743+00:00""}"
20250920_021733.mp4,8452c8335245210a4b417569dced90af92ef793618838defa87047e51195a97a,2025-09-20T12:49:32.407143+00:00,CCTV-1,7.872,"{""frame_count"": 416, ""fps"": 52.84515550787949, ""duration_sec"": 7.872, ""duration_hms"": ""0:00:07"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 26078046, ""created_time"": ""2025-09-19T20:48:03.701408+00:00"", ""modified_time"": ""2025-09-19T20:48:07.407743+00:00""}"
20250920_021733.mp4,8452c8335245210a4b417569dced90af92ef793618838defa87047e51195a97a,2025-09-20T12:49:48.921663+00:00,CCTV-1,7.872,"{""frame_count"": 416, ""fps"": 52.84515550787949, ""duration_sec"": 7.872, ""duration_hms"": ""0:00:07"", ""width"": 1080, ""height"": 1920, ""file_size_bytes"": 26078046, ""created_time"": ""2025-09-19T20:48:03.701408+00:00"", ""modified_time"": ""2025-09-19T20:48:07.407743+00:00""}"
