filename,sha256,ingest_time,camera_id,duration_sec,metadata_json
2025-06-12_22-37-49.mkv,6c502237a8f16b192754b9a88c50271726537ca858fc4bba754329e09e455d0a,2025-09-19T17:40:23.326481+00:00,CAM01,497.483,"{""frame_count"": 29849, ""fps"": 60.0, ""duration_sec"": 497.483, ""duration_hms"": ""0:08:17"", ""width"": 1920, ""height"": 1200, ""file_size_bytes"": 28517452, ""created_time"": ""2025-06-12T17:07:49.589163+00:00"", ""modified_time"": ""2025-06-12T17:30:20.954824+00:00""}"
